LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,ZIP CODE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LATITUDE,LONGITUDE,selected
"BANDCINO, LLC",THE RUIN DAILY,328 S JEFFERSON ST  120,60661,3/10/17,3/15/19,41.87709,-87.64265,polygon
ROOM FIVE HUNDRED,ROOM FIVE HUNDRED,1725 W HARRISON ST,60612,3/10/17,3/15/19,41.87402,-87.67026,polygon
"ANAOLI, LLC",MI TOCAYA,2800 W LOGAN BLVD,60647,3/9/17,3/15/19,41.92857,-87.69758,polygon
"LUNA LLENA SPORTS GRILL, INC.",LUNA LLENA SPORTS GRILL,5247-5249 W BELMONT AVE,60641,3/13/17,3/15/19,41.93857,-87.75856,polygon
"HIGHBALL, LLC",DEADBOLT,2928 W FULLERTON AVE 1,60647,3/13/17,3/15/19,41.92488,-87.70105,polygon
VOICE OF THE CITY,VOICE OF THE CITY,3429 W DIVERSEY AVE 2ND/REAR 209,60647,8/3/17,3/15/19,41.93185,-87.71343,polygon
THE MUSEUM OF CONTEMPORARY ART,MCA WAREHOUSE,1747 W HUBBARD ST,60622,8/3/17,3/15/19,41.88971,-87.67142,polygon
THE RICHARD H. DRIEHAUS MUSEUM,THE RICHARD H. DRIEHAUS MUSEUM,40 E ERIE ST 1ST - 3RD,60611,8/4/17,3/15/19,41.89421,-87.62664,polygon
"SOUTHPORT GRILL, LLC",ELLA ELLI,1347-1353 W CORNELIA AVE,60657,2/27/17,3/15/19,41.94514,-87.66339,polygon
"CUPITOL II, INC.",CUPITOL COFFEE & EATERY,455 E ILLINOIS ST 1ST,60611,3/16/17,4/15/19,41.89098,-87.61565,polygon
COWABUNGA LLC,MAHALO,1501 N MILWAUKEE AVE 1-2,60622,3/16/17,4/15/19,41.90878,-87.67474,polygon
LAS PALMAS OF WICKER PARK INC.,LAS PALMAS,1835 W NORTH AVE LL AND 1,60622,3/20/17,4/15/19,41.91043,-87.67394,polygon
LAS PALMAS OF WICKER PARK INC.,LAS PALMAS,1835 W NORTH AVE LL AND 1,60622,3/20/17,4/15/19,41.91043,-87.67394,polygon
HIGHGATE HOTELS LP,INN OF CHICAGO MAGNIFICENT MILE,162 E OHIO ST 1-22,60611,3/21/17,4/15/19,41.89267,-87.62287,polygon
HIGHGATE HOTELS LP,INN OF CHICAGO MAGNIFICENT MILE,162 E OHIO ST 1-22,60611,3/21/17,4/15/19,41.89267,-87.62287,polygon
HIGHGATE HOTELS LP,INN OF CHICAGO MAGNIFICENT MILE,162 E OHIO ST 1-22,60611,3/21/17,4/15/19,41.89267,-87.62287,polygon
FLYING DRAGON LLC,JIEYI SUSHI,1178 N MILWAUKEE AVE 1,60642,3/29/17,4/15/19,41.90312,-87.66634,polygon
808 N STATE CORPORATION,FRIENDS SUSHI ON STATE / FRIENDS RAMEN,806-808 N STATE ST 1,60610,4/3/17,4/15/19,41.89692,-87.62835,polygon
HOME RUN INN PIZZA-SHEFFIELD INC.,HOME RUN INN,3211-3215 N SHEFFIELD AVE 1ST,60657,4/6/17,4/15/19,41.94029,-87.65397,polygon
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,DRAFTKINGS FANTASY SPORTS BAR,1060 W ADDISON ST 1,60613,4/7/17,4/15/19,41.94732,-87.65642,polygon
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,LEVY RESTAURANTS,1060 W ADDISON ST 1,60613,4/10/17,4/15/19,41.94732,-87.65642,polygon
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,LEVY RESTAURANTS,1060 W ADDISON ST 1,60613,4/10/17,4/15/19,41.94732,-87.65642,polygon
HSC PLAZA AND BUILDING OPERATIONS LLC,HSC PLAZA AND BUILDING OPERATIONS LLC,3635 N CLARK ST 1,60613,4/10/17,4/15/19,41.94810,-87.65707,polygon
SUSHI TAKU INC,SUSHI TAKU,1904-1906 W DIVISION ST,60622,4/11/17,4/15/19,41.90334,-87.67504,polygon
CAFE 222 LLC,TASTE 222,222 N CANAL ST 1,60606,3/24/17,4/15/19,41.88643,-87.64000,polygon
"AGS1516, INC.",BULERIAS NORTH AVENUE,2507 W NORTH AVE 1ST,60647,4/10/17,4/15/19,41.91018,-87.68997,polygon
"101 CHASE, INC.",THE DUGOUT / PRESS BOX,950 W ADDISON ST LL & 1ST,60613,3/27/17,4/15/19,41.94736,-87.65393,polygon
LEVY R&H LIMITED PARTNERSHIP,RIVER ROAST & REID BAR,315 N LA SALLE DR,60610,3/23/17,4/15/19,41.88792,-87.63236,polygon
VICTORY GARDENS THEATER,VICTORY GARDENS THEATER,2433 N LINCOLN AVE,60614,8/3/17,4/15/19,41.92624,-87.64966,polygon
STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATER COMPANY,1624 N HALSTED ST,60614,8/3/17,4/15/19,41.91170,-87.64844,polygon
NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,NORTHWESTERN UNIVERSITY SETTLEMENT HOUSE & VITTUM THEATER,1012 N NOBLE ST 1-3,60642,8/4/17,4/15/19,41.90027,-87.66267,polygon
AMERICAN WRITERS MUSEUM FOUNDATION,AMERICAN WRITERS MUSEUM,180 N MICHIGAN AVE  200,60601,6/27/17,5/15/19,41.88525,-87.62463,polygon
SOLAZO ON RANDOLPH INC.,LA JOSIE,740 W RANDOLPH ST 1,60661,4/18/17,5/15/19,41.88452,-87.64739,polygon
"THE KITCHEN CAFE, LLC",THE KITCHEN CHICAGO,316 N CLARK ST,60654,4/18/17,5/15/19,41.88797,-87.63118,polygon
SOLAZO ON RANDOLPH INC.,LA JOSIE,740 W RANDOLPH ST 1,60661,4/18/17,5/15/19,41.88452,-87.64739,polygon
PINEAPPLE HOSPITALITY COMPANY,THE ALISE CHICAGO,1 W WASHINGTON ST 1-15,60602,4/21/17,5/15/19,41.88311,-87.62795,polygon
PINEAPPLE HOSPITALITY COMPANY,THE ALISE CHICAGO,1 W WASHINGTON ST 1-15,60602,4/21/17,5/15/19,41.88311,-87.62795,polygon
PINEAPPLE RESTAURANT GROUP LLC,ATWOOD,1 W WASHINGTON ST 1,60602,4/21/17,5/15/19,41.88311,-87.62795,polygon
PINEAPPLE RESTAURANT GROUP LLC,ATWOOD,1 W WASHINGTON ST 1,60602,4/21/17,5/15/19,41.88311,-87.62795,polygon
"WASABI RAMEN, LLC",WASABI,2101-2111 N MILWAUKEE AVE 1,60647,4/21/17,5/15/19,41.91952,-87.69159,polygon
PINEAPPLE HOSPITALITY COMPANY,THE ALISE CHICAGO,1 W WASHINGTON ST 1-15,60602,4/21/17,5/15/19,41.88311,-87.62795,polygon
ANGRY VENTURES LLC,ANGRY CRAB,1308 N MILWAUKEE AVE 1,60622,4/21/17,5/15/19,41.90537,-87.66985,polygon
INTERNATIONAL STAR SPORT INC.,INTERNATIONAL STAR LEAGUE,6310 W GRAND AVE 1ST,60639,4/26/17,5/15/19,41.92212,-87.78336,polygon
109 WEST HUBBARD INC,FAT BABY TACOS,109 W HUBBARD ST,60654,4/28/17,5/15/19,41.88991,-87.63150,polygon
ERINS HAPPENINGS LLC,TAVERN CLUB AT 333,333 N MICHIGAN AVE 4 400-402,60601,5/1/17,5/15/19,41.88754,-87.62441,polygon
"COLECTIVO COFFEE ROASTERS, INC.","COLECTIVO COFFEE ROASTERS, INC.",2530 N CLARK ST 1,60614,5/8/17,5/15/19,41.92859,-87.64242,polygon
"COLECTIVO COFFEE ROASTERS, INC.","COLECTIVO COFFEE ROASTERS, INC.",2530 N CLARK ST 1,60614,5/8/17,5/15/19,41.92859,-87.64242,polygon
BEATRIX FULTON MARKET LLC,BEATRIX,834-842 W FULTON MARKET,60607,5/9/17,5/15/19,41.88689,-87.64882,polygon
BEATRIX FULTON MARKET LLC,BEATRIX,834-842 W FULTON MARKET,60607,5/9/17,5/15/19,41.88689,-87.64882,polygon
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,LEVY AT AMERICAN AIRLINES CONFERENCE CENTER,1101 W WAVELAND AVE 2 200,60613,5/10/17,5/15/19,41.94889,-87.65682,polygon
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,LEVY AT AMERICAN AIRLINES CONFERENCE CENTER,1101 W WAVELAND AVE 2 200,60613,5/10/17,5/15/19,41.94889,-87.65682,polygon
"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,5/15/19,41.89348,-87.62193,polygon
CONSTELLATION ARTS LLC,CONSTELLATION,3111-3117 N WESTERN AVE 1,60618,8/4/17,5/15/19,41.93798,-87.68774,polygon
"VHC LOWER, LLC","VHC LOWER, LLC",203 N WABASH AVE LL - 3,60601,6/27/17,6/15/19,41.88583,-87.62614,polygon
"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,60613,6/28/17,6/15/19,41.94736,-87.65402,polygon
"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193,polygon
"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193,polygon
KB V LLC,KUMA'S CORNER,854-856 W FULTON MARKET  1,60607,5/17/17,6/15/19,41.88688,-87.64970,polygon
"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193,polygon
"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193,polygon
"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193,polygon
SHAKE SHACK ILLINOIS LLC,SHAKE SHACK,185 N MORGAN ST 1,60607,5/22/17,6/15/19,41.88553,-87.65199,polygon
Integrated 32 West Randolph LLC,CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST,60601,5/22/17,6/15/19,41.88459,-87.62909,polygon
TWO SIX COMPANY LLC,THE NATIVE,2417 N MILWAUKEE AVE,60647,5/22/17,6/15/19,41.92520,-87.70086,polygon
IGNOBLE WINE CO.,IGNOBLE WINE BAR,2417 N CLYBOURN AVE,60614,5/23/17,6/15/19,41.92567,-87.66984,polygon
WELLS 1525 LLC,LADY GREGORY'S OLD TOWN,1525 N WELLS ST 1ST AND MEZZ,60610,5/23/17,6/15/19,41.90992,-87.63452,polygon
THEMART TOTS LLC,MARSHALL'S LANDING,222 W MERCHANDISE MART PLZ 2 225,60654,5/24/17,6/15/19,41.88807,-87.63496,polygon
THEMART TOTS LLC,MARSHALL'S LANDING,222 W MERCHANDISE MART PLZ 2 225,60654,5/24/17,6/15/19,41.88807,-87.63496,polygon
THEMART TOTS LLC,MARSHALL'S LANDING,222 W MERCHANDISE MART PLZ 2 225,60654,5/24/17,6/15/19,41.88807,-87.63496,polygon
GROSSETT ENTERTAINMENT LLC,IRIE BAR & GRILLE,3404 N CLARK ST LL & 1ST,60657,5/25/17,6/15/19,41.94365,-87.65382,polygon
CHOUETTE RESTAURANT LLC,PROXI,565 W RANDOLPH ST 1,60661,5/25/17,6/15/19,41.88432,-87.64240,polygon
K & H LOUNGE INC,EASY STREET PIZZA,3750-3754 N CENTRAL AVE 1,60634,5/25/17,6/15/19,41.94925,-87.76702,polygon
Integrated 32 West Randolph LLC,CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST,60601,5/26/17,6/15/19,41.88459,-87.62909,polygon
"SUMMIT HOTEL TRS 132, LLC",HYATT PLACE CHICAGO DOWNTOWN THE LOOP,28 N FRANKLIN ST,60606,5/26/17,6/15/19,41.88265,-87.63547,polygon
"BOATHOUSE RESTAURANTS, LLC",SPLIT-RAIL,2500 W CHICAGO AVE,60622,5/26/17,6/15/19,41.89583,-87.68937,polygon
"SUMMIT HOTEL TRS 132, LLC",HYATT PLACE CHICAGO DOWNTOWN THE LOOP,28 N FRANKLIN ST,60606,5/26/17,6/15/19,41.88265,-87.63547,polygon
"PLAYITLIVEIT, INC",THE FOX IN A BOX - CHICAGO,47 W POLK ST LOWER LEVEL L 5,60605,5/30/17,6/15/19,41.87217,-87.62958,polygon
"BLUE DOOR FARM ARMITAGE, LLC",BLUE DOOR FARM STAND,2010 N HALSTED ST 1ST & 2ND,60614,5/31/17,6/15/19,41.91855,-87.64867,polygon
SANCERRE HOSPITALITY I  LLC,BLVD CHICAGO,817-819 W LAKE ST 1 & 2,60607,6/1/17,6/15/19,41.88554,-87.64823,polygon
"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,6/2/17,6/15/19,41.89348,-87.62193,polygon
"III FORKS CHICAGO, LP",III FORKS,180 N FIELD BLVD 2ND FLR & ROOFTOP 208,60601,5/31/17,6/15/19,41.88550,-87.61755,polygon
"III FORKS CHICAGO, LP",III FORKS,180 N FIELD BLVD 2ND FLR & ROOFTOP 208,60601,5/31/17,6/15/19,41.88550,-87.61755,polygon
2834 SOUTHPORT LLC,SAL'S TRATTORIA,2834 N SOUTHPORT AVE,60657,6/7/17,6/15/19,41.93349,-87.66374,polygon
"ALLEN GRAHAM VAN HULLE ENTERPRISES, INC.",THE LUCKY HORSESHOE LOUNGE,3169 N HALSTED ST 1ST,60657,6/9/17,6/15/19,41.93988,-87.64912,polygon
MAGIC JUG LLC,MJ RESTAURANT,912 N WESTERN AVE 1ST,60622,6/12/17,6/15/19,41.89801,-87.68705,polygon
CORK SPECIAL EVENTS COMPANY,"CORKY'S CATERING, INC.",1421 W FULLERTON,60101,8/4/17,6/15/19,41.92509,-87.66425,polygon
"SODEXO AMERICA, LLC","SODEXO AMERICA, LLC / KAFE KELLOGG",340 E SUPERIOR ST 3RD,60611,12/6/17,6/15/19,41.89594,-87.61887,polygon
"YULIANG TAN RESTAURANT MANAGEMENT, LLC",MINGHIN CUISINE RIVER NORTH,215 E GRAND AVE 1,60611,6/22/17,7/15/19,41.89166,-87.62204,polygon
"4C WRIGLEY, LLC",BRICKHOUSE TAVERN,3647 N CLARK ST 1,60613,6/23/17,7/15/19,41.94842,-87.65732,polygon
"4C WRIGLEY, LLC",BRICKHOUSE TAVERN,3647 N CLARK ST 1,60613,6/23/17,7/15/19,41.94842,-87.65732,polygon
"4C WRIGLEY, LLC",BRICKHOUSE TAVERN,3647 N CLARK ST 1,60613,6/23/17,7/15/19,41.94842,-87.65732,polygon
ACE GROUP CHICAGO LLC,ACE HOTEL CHICAGO,311-319 N MORGAN ST,60607,6/26/17,7/15/19,41.88712,-87.65204,polygon
STEAK 48 CHICAGO LLC,STEAK 48,615 N WABASH AVE 1 & 2,60611,6/26/17,7/15/19,41.89304,-87.62660,polygon
ACE GROUP CHICAGO LLC,ACE HOTEL CHICAGO,311-319 N MORGAN ST,60607,6/26/17,7/15/19,41.88712,-87.65204,polygon
ACE GROUP CHICAGO LLC,ACE HOTEL CHICAGO,311-319 N MORGAN ST,60607,6/26/17,7/15/19,41.88712,-87.65204,polygon
STEAK 48 CHICAGO LLC,STEAK 48,615 N WABASH AVE 1 & 2,60611,6/26/17,7/15/19,41.89304,-87.62660,polygon
ACE GROUP CHICAGO LLC,ACE HOTEL CHICAGO,311-319 N MORGAN ST,60607,6/26/17,7/15/19,41.88712,-87.65204,polygon
ACE GROUP CHICAGO LLC,ACE HOTEL CHICAGO,311-319 N MORGAN ST,60607,6/26/17,7/15/19,41.88712,-87.65204,polygon
ACE GROUP CHICAGO LLC,ACE HOTEL CHICAGO,311-319 N MORGAN ST,60607,6/26/17,7/15/19,41.88712,-87.65204,polygon
"BRG CATERING, LLC",BOKA CATERING GROUP,531 N WELLS ST 1,60654,6/16/17,7/15/19,41.89163,-87.63392,polygon
"MEXCALTITAN, INC.",LAS ISLAS BAR & GRILL,6560 W FULLERTON AVE,60707,6/19/17,7/15/19,41.92375,-87.78988,polygon
INGRACE'S COMPANY VII INC.,MARKET CREATIONS,1 S FRANKLIN ST 2,60606,6/20/17,7/15/19,41.88190,-87.63516,polygon
"300 SOUTH RIVERSIDE HOSPITALITY GROUP, LLC",MILA PLAZA,300 S RIVERSIDE PLZ 1 150,60606,6/30/17,7/15/19,41.87798,-87.63842,polygon
"4C WRIGLEY, LLC",BRICKHOUSE TAVERN,3647 N CLARK ST 1,60613,6/23/17,7/15/19,41.94842,-87.65732,polygon
"ANGEL'S RESTAURANT, INC.",RICANO'S RESTAURANT,230 S ASHLAND AVE 1ST,60607,7/5/17,7/15/19,41.87792,-87.66685,polygon
BBSC #4 LLC,BROWN BAG SEAFOOD CO.,3400 N LINCOLN AVE 1,60657,7/6/17,7/15/19,41.94330,-87.67136,polygon
"Folkart Frybread, LLC",Lucky Dorr Patio & Tap,1101 W WAVELAND AVE  10,60613,7/7/17,7/15/19,41.94889,-87.65682,polygon
"GREAT CENTRAL BREWERY, LLC",GREAT CENTRAL BREWING COMPANY,221 N WOOD ST 1-2,60612,7/11/17,7/15/19,41.88593,-87.67173,polygon
KANELA VI LLC,"KANELA ""BREAKFAST CLUB""",2127 W DIVISION ST 1,60622,7/11/17,7/15/19,41.90302,-87.68080,polygon
HOT MESS LLC,GIANT,3209 W ARMITAGE AVE,60647,7/14/17,7/15/19,41.91729,-87.70737,polygon
"BESPOKE MEN'S GROOMING, LLC",BESPOKE MEN'S GROOMING,529 S DEARBORN ST 1ST,60605,7/17/17,7/15/19,41.87510,-87.62907,polygon
ALBA'S RESTAURANT INC.,ALBA'S RESTAURANT,1825 W CHICAGO AVE 1,60622,7/5/17,7/15/19,41.89586,-87.67320,polygon
"IGNITE NETWORK, INC.",IGNITE GAMING,3341 N ELSTON AVE,60618,6/21/17,7/15/19,41.94224,-87.70224,polygon
"ANNOYANCE PRODUCTIONS, INC.",ANNOYANCE PRODUCTIONS,851-853 W BELMONT AVE 2ND,60657,8/3/17,7/15/19,41.93984,-87.65126,polygon
"DEL FRISCO'S OF CHICAGO, LLC",DEL FRISCO'S DOUBLE EAGLE STEAK HOUSE,58 E OAK ST,60611,7/11/17,7/15/19,41.90089,-87.62622,polygon
"LEFT COAST WELLS, LLC",LEFT COAST WELLS,165 W SUPERIOR ST 1ST & 2ND FLR,60654,7/17/17,8/15/19,41.89549,-87.63383,polygon
"LEFT COAST WELLS, LLC",LEFT COAST WELLS,165 W SUPERIOR ST 1ST & 2ND FLR,60654,7/17/17,8/15/19,41.89549,-87.63383,polygon
"RESIDENCE INN BY MARRIOTT, LLC",RESIDENCE INN,201 E WALTON PL 1,60611,7/17/17,8/15/19,41.89994,-87.62180,polygon
T & E CHICAGO LLC,NAVIGATOR TAPROOM,2211 N MILWAUKEE AVE 1,60647,7/18/17,8/15/19,41.92108,-87.69414,polygon
K & H LOUNGE INC,EASY STREET PIZZA,3750-3754 N CENTRAL AVE 1,60634,7/21/17,8/15/19,41.94925,-87.76702,polygon
LOGAN SQUARE TAVERN LLC,SPILT MILK,2758 W FULLERTON AVE 1,60647,7/21/17,8/15/19,41.92492,-87.69735,polygon
"SUSHI CONCEPTS CHICAGO, LLC",KATANA,339 N DEARBORN ST 1 & MEZZ,60654,7/24/17,8/15/19,41.88858,-87.62942,polygon
"SUSHI CONCEPTS CHICAGO, LLC",KATANA,339 N DEARBORN ST 1 & MEZZ,60654,7/24/17,8/15/19,41.88858,-87.62942,polygon
L3 GOLD COAST LLC,LYFE KITCHEN,831 N STATE ST 1ST,60610,7/24/17,8/15/19,41.89760,-87.62808,polygon
"SUSHI CONCEPTS CHICAGO, LLC",KATANA,339 N DEARBORN ST 1 & MEZZ,60654,7/24/17,8/15/19,41.88858,-87.62942,polygon
"FULTON STREET BREWERY, LLC",GOOSE ISLAND BEER COMPANY,603 N SACRAMENTO BLVD 1ST,60612,7/25/17,8/15/19,41.89209,-87.70186,polygon
STATE & 9 STREET CORP.,BULL DOG ALE HOUSE,901 S STATE ST 1,60605,7/26/17,8/15/19,41.87050,-87.62735,polygon
STATE & 9 STREET CORP.,BULL DOG ALE HOUSE,901 S STATE ST 1,60605,7/26/17,8/15/19,41.87050,-87.62735,polygon
ACE GROUP CHICAGO LLC,ACE HOTEL CHICAGO,311-319 N MORGAN ST,60607,7/28/17,8/15/19,41.88712,-87.65204,polygon
BENIHANA CHICAGO CORP.,BENIHANA,875 N MICHIGAN AVE 1,60611,7/28/17,8/15/19,41.89895,-87.62397,polygon
BENIHANA CHICAGO CORP.,BENIHANA,875 N MICHIGAN AVE 1,60611,7/31/17,8/15/19,41.89895,-87.62397,polygon
CHARLESTON & DAMEN CORP.,ROYAL GROCER & CO.,2118 N DAMEN AVE 1,60647,8/1/17,8/15/19,41.92008,-87.67785,polygon
CHARLESTON & DAMEN CORP.,ROYAL GROCER & CO.,2118 N DAMEN AVE 1,60647,8/2/17,8/15/19,41.92008,-87.67785,polygon
YELLOW TURTLE ENTERPRISES INC.,CANNIKIN,3466-3470 N CLARK ST 1ST,60657,8/3/17,8/15/19,41.94516,-87.65504,polygon
LOGAN SQUARE CHAMBER OF ARTS,HAIRPIN ARTS CENTER,2800-2810 N MILWAUKEE AVE 2,60618,8/4/17,8/15/19,41.93192,-87.71238,polygon
CEDAR RESTAURANT LLC,SOMERSET/DEVEREAUX,1118 N STATE ST 1-18,60610,8/9/17,8/15/19,41.90231,-87.62850,polygon
CEDAR RESTAURANT LLC,SOMERSET/DEVEREAUX,1118 N STATE ST 1-18,60610,8/9/17,8/15/19,41.90231,-87.62850,polygon
CEDAR RESTAURANT LLC,SOMERSET/DEVEREAUX,1118 N STATE ST 1-18,60610,8/9/17,8/15/19,41.90231,-87.62850,polygon
81 WACKER LLC,LAND AND LAKE KITCHEN,81 E WACKER DR 1,60601,8/9/17,8/15/19,41.88802,-87.62526,polygon
CEDAR PROPERTY LLC,VICEROY HOTEL,1118 N STATE ST 1-17,60610,8/9/17,8/15/19,41.90231,-87.62850,polygon
CEDAR PROPERTY LLC,VICEROY HOTEL,1118 N STATE ST 1-17,60610,8/9/17,8/15/19,41.90231,-87.62850,polygon
CEDAR RESTAURANT LLC,SOMERSET/DEVEREAUX,1118 N STATE ST 1-18,60610,8/9/17,8/15/19,41.90231,-87.62850,polygon
CEDAR RESTAURANT LLC,SOMERSET/DEVEREAUX,1118 N STATE ST 1-18,60610,8/9/17,8/15/19,41.90231,-87.62850,polygon
CLEAR LIFE CAFE INC,CLEAR LIFE CAFE INC,6140 W BELMONT AVE,60634,8/9/17,8/15/19,41.93850,-87.78028,polygon
LOBO BRAVOS LLC,LOBO BRAVO,1307 S WABASH AVE 1,60605,8/11/17,8/15/19,41.86552,-87.62565,polygon
CHICAGO AVENUE HOSPITALITY LLC,BEATNIK,1604-1608 W CHICAGO AVE,60622,8/11/17,8/15/19,41.89618,-87.66753,polygon
CHEMA'S RESTAURANT INC,CHEMA'S RESTAURANT INC,3434 W NORTH AVE,60647,8/11/17,8/15/19,41.91015,-87.71324,polygon
CHICAGO AVENUE HOSPITALITY LLC,BEATNIK,1604-1608 W CHICAGO AVE,60622,8/11/17,8/15/19,41.89618,-87.66753,polygon
CEDAR RESTAURANT LLC,SOMERSET/DEVEREAUX,1118 N STATE ST 1-18,60610,8/11/17,8/15/19,41.90231,-87.62850,polygon
MARGARITA GOLD INC,CASA MARGARITA,505 N LAKE SHORE DR 1,60611,8/11/17,8/15/19,41.89128,-87.61411,polygon
CEDAR RESTAURANT LLC,SOMERSET/DEVEREAUX,1118 N STATE ST 1-18,60610,8/11/17,8/15/19,41.90231,-87.62850,polygon
CHICAGO AVENUE HOSPITALITY LLC,BEATNIK,1604-1608 W CHICAGO AVE,60622,8/14/17,8/15/19,41.89618,-87.66753,polygon
"MOD SUPER FAST PIZZA, LLC",MOD PIZZA,3643 N WESTERN AVE 1,60618,8/15/17,8/15/19,41.94801,-87.68815,polygon
"DOROTHY'S LIQUORS, INC.",GO TAVERN & LIQUORS,3219 W ARMITAGE AVE 1,60647,9/1/17,9/15/19,41.91728,-87.70778,polygon
"TCA - 2020 WEST, LLC",MIDTOWN ATHLETIC CLUB AND HOTEL,2444 N ELSTON AVE,60647,9/1/17,9/15/19,41.92585,-87.67884,polygon
"TCA - 2020 WEST, LLC",MIDTOWN ATHLETIC CLUB AND HOTEL,2444 N ELSTON AVE,60647,9/1/17,9/15/19,41.92585,-87.67884,polygon
"METROPOLITAN BREWING, LLC",METROPOLITAN BREWING,3057 N ROCKWELL ST,60618,9/5/17,9/15/19,41.93739,-87.69274,polygon
"TCA - 2020 WEST, LLC",MIDTOWN ATHLETIC CLUB AND HOTEL,2444 N ELSTON AVE,60647,9/6/17,9/15/19,41.92585,-87.67884,polygon
"TCA - 2020 WEST, LLC",MIDTOWN ATHLETIC CLUB AND HOTEL,2444 N ELSTON AVE,60647,9/6/17,9/15/19,41.92585,-87.67884,polygon
"TCA - 2020 WEST, LLC",MIDTOWN ATHLETIC CLUB AND HOTEL,2444 N ELSTON AVE,60647,9/6/17,9/15/19,41.92585,-87.67884,polygon
"Folkart Frybread, LLC",Lucky Dorr Patio & Tap,1101 W WAVELAND AVE  10,60613,9/13/17,9/15/19,41.94889,-87.65682,polygon
ROOM 1520 LLC,ROOM 1520,301 N JUSTINE ST 1,60607,9/14/17,9/15/19,41.88658,-87.66533,polygon
ROOM 1520 LLC,ROOM 1520,301 N JUSTINE ST 1,60607,9/14/17,9/15/19,41.88658,-87.66533,polygon
"FOOD CAFE, INC.",RAW II,2203 N CLYBOURN AVE 1ST,60614,9/15/17,9/15/19,41.92178,-87.66441,polygon
"RIZZO'S BAR & INN, LLC",RIZZO'S BAR & INN,3658 N CLARK ST 1,60613,8/25/17,9/15/19,41.94868,-87.65788,polygon
"THE OLD TOWN SCHOOL OF FOLK MUSIC, INC.",THE OLD TOWN SCHOOL OF FOLK MUSIC,909 W ARMITAGE AVE 1-2,60614,9/28/17,9/15/19,41.91803,-87.65133,polygon
"BONCI OPERATING, LLC",BONCI,161 N SANGAMON ST 1,60607,8/15/17,9/15/19,41.88482,-87.65081,polygon
THE BEER TEMPLE LLC,THE BEER TEMPLE,3169-3175 N ELSTON AVE,60618,8/17/17,9/15/19,41.93877,-87.69721,polygon
1 DEARBORN TACOS LLC,DOS TOROS TAQUERIA,1 N DEARBORN ST MEZZ AND 1,60602,8/18/17,9/15/19,41.88203,-87.62926,polygon
"SUSHI CONCEPTS CHICAGO, LLC",KATANA,339 N DEARBORN ST 1 & MEZZ,60654,8/22/17,9/15/19,41.88858,-87.62942,polygon
"STOP & DRINK, INC.",CLARK STREET ALE HOUSE,742 N CLARK ST,60654,8/22/17,9/15/19,41.89613,-87.63138,polygon
"RIZZO'S BAR & INN, LLC",RIZZO'S BAR & INN,3658 N CLARK ST 1,60613,8/23/17,9/15/19,41.94868,-87.65788,polygon
GOOD PINEAPPLE INC,THE DELTA,1745 W NORTH AVE 1,60622,8/23/17,9/15/19,41.91046,-87.67193,polygon
GOOD PINEAPPLE INC,THE DELTA,1745 W NORTH AVE 1,60622,8/23/17,9/15/19,41.91046,-87.67193,polygon
"SOCIALE CHICAGO CAFE PRESS CHICAGO, LLC",SOCIALE AND CAFE PRESS,800 S CLARK ST 1ST,60605,8/25/17,9/15/19,41.87216,-87.63076,polygon
"BERNIE'S, INC.",BERNIE'S,3664 N CLARK ST 1 AND 2,60613,8/28/17,9/15/19,41.94884,-87.65801,polygon
"THE PRESS ROOM, LLC",THE PRESS ROOM,1134 W WASHINGTON BLVD LL,60607,8/28/17,9/15/19,41.88311,-87.65571,polygon
NANDO'S OF MICHIGAN AVENUE LLC,NANDO'S PERI-PERI,117 E LAKE ST 2,60601,8/30/17,9/15/19,41.88566,-87.62400,polygon
